Insp_Violation_ID	Supp_Desc
222099074	no washer fluid
222099077	driver's side front parking lamp signal inoperable
222099081	Axle 5 left inside tire flat.
222099092	70 in a 65 zone.
222099096	FRONT RIGHT SIDE
222099099	fell asleep while driving careless driving
222099101	NO REAR BREAKLAMPS
222099108	72 mph in a posted 65 mph zone
222099113	78 MPH IN A POSTED 65 MPH ZONE
222099114	FAILURE TO STOP AT STOP SIGN
222099138	Flat tire on axle 4 right side inside tire. Measured 50psi. Max sidewall 110psi. Under 50% inflation pressure.
222099148	AXLE 3 RIGHT INSIDE TIRE <50% INFLATED. AT 16 PSI OF 120 PSI
222099149	AIR HORN INOPERATIVE
222099153	AXLE 3 RIGHT INSIDE TIRE AT LESS THAN 50% MAX PSI AT 30 OF 120.
222099154	2 OF 10 BRAKES OUT OF ADJUSTMENT- AXLE 1 LEFT SIDE AT 3 INCHES ON A 20 SIZE CHAMBER. AXLE 2 RIGHT SIDE AT 2 3/4 ON A 30 LONG CHAMBER
222099157	driver not wearing seatbelt
222099164	1 OF 3 ID LAMPS INOP (LEFT SIDE), 1 OF 2 CLEARANCE LAMPS INOP (LEFT SIDE).
222099167	2 OF 2 CLEARANCE LAMPS AND 3 OF 3 ID LAMPS INOP ON TRUCK
222099168	Axle 4 right outside tire has steel exposed at time of inspection.
222099169	Axle 5 right inside tire has less than 2/32 tread depth in 3 seperate locations.
222099172	Left trun signal and emergency lamp inoperable at most rear of vehicle.
222099193	UNIT TWO HAS NO CURRENT REGISTRATION
222099196	NO WASHER FULID
222099200	AXLE TWO RIGHT SIDE INSIDE TIRE AT 10 PSI RECOMMENDED PSI 110 LESS THAN 50%
222099201	BRAKE LAMP RIGHT SIDE INOPERABLE
222099205	Failing to enter port of entry after receiving a red light on prepass
222099210	REAR LICENSE PLATE OBSCURED BY SNOW
222099220	Driver side door torn off
222099221	Driver side of hood damaged
222099223	Axle 2, Driver side, outside wheel cracked
222099226	Axle 4, Pass side, Outside dual
222099229	Front bumper missing on driver side
222099230	Sliding axle assy loose, No pins engaged
222099231	Hood damaged on driver side
222099233	Sliding axle mounting point cracked. Axle 3, Pass side
222099234	Hood destroyed
222099235	Front bumper missing
222099240	Axle 2, driver side, trailing arm broken
222099241	Landing gear damaged
222099250	Axle 5 right side, outside tire of dual set with ply visible in sidewall of tire less than 2 square inches.
222099259	Oil leaking from oil filter at time of inspection.
222099261	FRONT DRIVER SIDE BLINKER AND RUNNING LAMPS NOT STEADY BURNING.
222099265	T/T Leftside Rear Quater panel broken.
222099269	NMSS 66-08-114, Careless Driving. Driver Drove carlessly in a snow pack roads at speeds for unsafe conditions.
222099274	74 MPH N A 65 MPH ZONE
222099277	NO REGISTRATION ON SEMI TRAILER ON HAND.
222099278	Driving beyond 11 hour driving limit in a 14 hour period on 01/02/2019
222099279	Driving beyond 8 hour limit since end of the last off duty period on 01/02/2019,01/03/2019
222099286	fail to obey trucks use right lane signs
222099308	Driver disregarded signage directing him to enter CMV Inspection/Weigh station.
222099342	Fire extinguisher unsecured
222099344	1 of 3 ID lamps inop, middle lamp
222099346	No actions taken to correct malfunction with ELD within 8 days of discovery, ELD had malfunction since 12/9/18
222099365	3 of 3 ID Lamps inop.
222099368	Left and right front and left and right rear clearance lamps inoperative
222099387	ABS lamp inoperable.
222099451	No registration for trailer at time of inspection.
222099524	Oil leak from axle 3 differential
222099526	See Brake Chart
222099537	37420 on truck tandems allowed only 34000
222099538	82400 on gross
222099539	38120 on trailer tandems allowed only 34000
222099543	Front wall of trailer damaged by unsecured cargo coming through wall
222099544	Cargo in trailer moved unrestrained in storage area damaging outter wall of trailer.
222099546	Trailer tandem axles weighed 37140 lbs; allowed 34000 lbs.
222099548	Steer axle weighed 13120 lbs; Tire load limit is 12350 lbs.
222099555	AUDIBLE AIR LEAK UNDER SLEEPER NEAR RIGHT SIDE CLOSE TO SUSPENSION AIR BAG/
222099557	AXLE 5 LEFT SIDE BRAKE INOPERABLE
222099558	MAXIMUM TIRE WEIGHT RATING FOR AXLE 1 IS 12,350 LBS/ AXLE 1 WEIGHED 12,900 LBS.
222099559	AUDIBLE AIR LEAK UNDER CAB NEAR AIR TANKS CLOSE TO LEFT SIDE/ AUDIBLE AIR LEAK BETWEEN AXLES 2 AND 3
222099564	AXLE 3 RIGHT SIDE OUTSIDE TIRE WITH LESS THAN 50% OF MAXIMUM INFLATION/ 42 PSI IN TIRE/ MAX INFLATION 105 PSI
222099571	SINGLE AXLE IS 20640 LBS
222099573	VIOLATION OF WEIGHT PERMIT #ST19082744 ALLOWED 123000 LBS AND WEIGHT IS 135440 LBS
222099578	Operating a CMV without a CDL on 1/2/2019
222099579	REGISTERED FOR 9000 LBS AND WEIGHT IS 22920 LBS
222099582	PREVIOUSLY WARNED 11/2018
222099584	LEFT SIDE INOPERATIVE
222099588	CRACKED
222099603	BOTH LEFT AND RIGHT INOPERATIVE
222099609	Drive tandems weighed 37,660lbs. Allowed 34,000lbs.
222099614	Log not Current on 01/03/2019 09:00 PM
222099621	Loaded with round bales of hay that measure 11'3" in width and is allowed 8'6". Driver does not have an overwidth permit.
222099622	Tire was flat to the point where the tire had broken away from the wheel and was smoking.
222099623	55/45
222099629	Sliding fifth wheel latching device not applied on either side.
222099632	2nd and 3rd tandem axles overweight @ 35,740 lbs. Allowed 34,000 lbs.
222099640	AXLES PAST 41 FT MARK ON 53 FT TRAILER.
222099642	LEFT AXLE 4 INNER
222099644	failed to update biennial
222099646	exhaust discharged below the engine block of the tractor trailer
222099648	Trailer measured 44'4" from kingpin to center of trailer tandems; allowed 41'.
222099660	OVERWEIGHT TANDEM DRIVE 35,840 LBS.
222099664	Blue service brake line has hole.
222099666	Trailer tandem axles weighed 39360 lbs; allowed 34000 lbs.
222099668	Steer axle weighed 13820 lbs; tire load limit 12350 lbs.
222099669	AUDIBLE AIR LEAK BY FIRE WALL BLACK HOSE CONTECTED TO AIR VALVE
222099670	DRIVE AXLE- 26160
222099676	AXLE 1 PASSENGER SIDE BRAKE PADS CRACKED IN EXCESS OF 1 1/2 INCHES IN LENGTH AND 1 OF THE CRACKS IS WIDER THAN 1/16 OF AN INCH.
222099688	Operating a CMV without a CDL on 01/03/2019
222099693	UNSECURED TIMBER ON PASSENGER SIDE OF TRAILER
222099696	LEFT SIDE LOW BEAM HEAD LAMP INOPERABLE.
222099697	LEFT SIDE TAIL LAMP INOPERABLE.
222099701	TL tandem @ 35980 lbs. allowed 34k
222099703	axle 5 left side, inner tire, 0 psi
222099705	Axle 3 right side measures 38/80 PSI; less than 50% of the maximum inflation pressure marked on the sidewall of the tire.
222099712	Axle 4 Single Axle weighed 23920; allowed 20000
222099717	26,800 lbs on single axle (drive axle/2nd axle of 2 axle TR)
222099721	Violation(s) of 395.15(i)(5)(iii) Driver not recording mileage-said odometers not working
222099723	Tie down strap torn horizontally 2" wide, overall width of strap was 2.5"
222099724	TL reg not carried
222099725	38,440 lbs. Allowed 34k
222099728	Air hose has a cut in it releasing the air.
222099729	right rear trailer turn signal inoperative.
222099731	Vehicle weighs 36120 on DR TAN; Allowed 34000
222099734	Axle 5 right side outside tire has small hole with constant audible air leak.
222099748	IN tractor registration is not on possession.
222099751	Dunnage boards unsecure underneath
222099753	Tire flat on the left side axle 3 outside tire
222099754	Vehicle weighs 82080 gross; allowed 80000
222099758	Axles 4 and 5 weight at 35,000 lbs., allowed 34,000 lbs.
222099760	Driver's CDL is intrastate only in Arkansas.
222099774	axle 2 left side measured 2 1/2, right side measured 2 3/8, Axle 3 left side 2 1/2, right side 2 3/8. allowed for 30 clamp type is 2 inch
222099776	Right front tractor truck turn signal inoperable
222099787	LOCKED ON RADAR AT 61 MPH IN 45 MPH ZONE
222099801	LEAK @ BREAKAWAY CONNECTION
222099803	CRACKED
222099818	No trailer registration at time of inspection
222099820	Flat  tire right side axle 3 outer tire on tractor
222099823	Glad hand/service line not connected to power unit
222099826	Front steer axles Out of adjustments
222099827	Overweight on drive axles. Weight 37,460lbs allowed 34,000lbs
222099829	Right head lamp inoperable
222099834	52 IN 45 ZONE
222099835	REGISTRATION NOT CARRIED IN VEHICLE
222099840	NO FIRE EXTINGUISHER IN VEHICLE.
222099842	LOAD IS 40 FEET 6 INCHES ONLY HAS 4 STRAPS DRIVER IS REQUIRED 5.
222099843	REAR TRAILER AXEL IS OVERWEIGHT AT 38200
222099860	dual tries on drive axle touching each other on side wall on both left and right side
222099861	two spare tires not secured in trailer tire rack
222099868	OVER GROSS WEIGHT AT 82,140 LBS ALLOWED 80,000
222099873	4 of 4 locking pins disengaged
222099876	Axle # 4 left side Push rod on brake chamber bent possible internal dammage
222099877	Axle# 5 right and left , Axle#4 right
222099878	Axle#4 left inside tire sidewall seperation over 50% of tire exposing ply
222099879	Axle#5 right inside tire flat, torn at sidewall exposing inside of tire, over 50%
222099882	Stop lamps INOP
222099886	No Log on 01/03/2019
222101575	Axle 2 right side brake hose chafing-reduction in diameter
222101578	NO CONTACT BETWEEEN SHOE AND DRUM.
222101582	3RD LANE VIOLATION
222101590	Truck
222101591	Trailer
222101602	55 ZONE
222101614	INOPERABLE RIGHT REAR TURN SIGNAL
222101615	INOPERABLE STOP LAMPS
222101616	EXPIRED 06/19/2018
222101623	38180/34000 DRIVE TANDEM
222101662	Driving beyond 14 hour duty period on 12/28/2018- drove from 9:00 pm to 10:30 pm in excess of 14 hrs
222101680	40 mph zone 9-215-6(a)
222101689	52/45mph
222101697	unsecured
222101724	SUSPENDED INFRACTION.
222101727	IC--9-21-5-2(2) exceed posted speed limit of 55 mph
222101728	67/55
222101744	no company name or dot numbers on either side of rental vehicle---driver said they have had the truck for a couple of months
222101746	inactive DOT
222101761	65/55
222101765	SPEED LIMIT 45MPH
222101805	red nylon line chaffed, flat spot, through secondary color, with fraying reinforcement material
222101844	1occ, driver w/m traveling in the center lane operating a white mack tractor / white wabash trailer, lidar stationary 61/50mph
222101851	obstructed trailer plate
222101852	no trailer reg
222101859	The reinforcement ply was visible, but the ply was intact on the service hose from the tractor to the trailer.
222101860	The lining thickness on axle 1, left, was worn into the wear indicator.  The drum was in bad shape as well.
222101867	no spare fuses in truck
222101890	EXCEEDING 55MPH SPEED LIMIT
222101906	States ELD is broken due to bad connection to truck
222101916	+10
222101918	Violation(s) of 395.8(f)(5), 395.8(f)(12)WRONG TRAILER AND BOL# TRAILER 812317 AND BOL 407873
222101921	70/60 (Lidar 460')
222101962	55mph zone. IC 9-21-5-2
222101977	overweight trailer tandem 35560/34000
222101990	Less than 50 feet from straight truck
222102003	Vehicle overweight on drive tandem. 34,000/ 37,100.
222102008	NO IFTA permit. Truck has 3 axles weighs over 26,001 and is being transported.
222102016	55 MPH LIMIT
222102018	55 mph limit
222102030	Failure to carry copy of OHIO truck registration
222102054	AS I WAS CATCHING UP TO A DIFFERENT VEH V1 SWERVED, NO SIGNAL FROM RIGHT LANE INTO THE LEFT RESTRICTED LANE IN FRONT OF MY CAR.
222102067	Issued on 9/10/16, expired on 9/10/18
222102070	DRIVER UNABLE TO EFFECTIVELY COMMUNICATE IN ENGLISH, UNABLE TO INDICATE IF THERE WAS ANYONE ELSE IN THE VEHICLE - OFFICER SAFETY CONCERN
222102074	ALLOWED GROSS WEIGHT 101,400 LBS, ACTUAL GROSS WEIGHT 113,100 LBS.
222102075	AXLE 2 ALLOWED 16000 LBS, ACTUAL 20100 LBS.
222102079	AXLE 6 ALLOWED 18000 LBS, ACTUAL 20100 LBS.
222102086	NO PLATE DISPLAYED
222102089	Posted trucks no left turn at Van Dyke north from I696 east service drive
222102092	Trailer plate not visible from the rear.
222102109	Inop right hazard lamp on trailer
222102111	Failed to wear seatbelt
222102114	SPACE BETWEEN REAR OF CONTAINER AND CLOSEST TIE DOWN WAS 12'3"
222102116	TRAVELING 70 MPH IN A 65 MPH ZONE
222102119	Left rear.
222102135	REAR LEFT
222102141	LEGAL GROSS WEIGHT 80,000LBS; ACTUAL GROSS WEIGHT 86,220 LBS.
222102146	ILLEGIBLE; UNABLE TO BE READ; RUSTED.
222102149	LARGE CRACK IN THE MIDDLE OF THE WINDSHIELD, CRACK EXTENDS FROM THE TOP TO THE BOTTOM
222102161	Operating a CMV without a CDL on 1/3/2019
222102162	Inop center ID lamp on truck
222102164	Missing license plate lamp on trailer
222102165	Improper connection of brake away brake cable
222102166	No medical card when required to
222102170	AXLE 6 AT 14800 ALLOWED 13000
222102171	DRIVER IN THIRD LANE OF FOUR LANE HIGHWAY
222102194	AXLE 8, LEFT SIDE: NO MOVEMENT OF PUSHROD UPON APPLICATION OF BRAKES.  BRAKE DRUM SURFACE RUSTED.
222102195	AXLE 8, RIGHT SIDE: NO MOVEMENT OF PUSHROD UPON APPLICATION OF BRAKES.  BRAKE DRUM SURFACE RUSTED.
222102199	MDOT PERMIT VIOLATION:  TRACTOR AND TRAILER PERMITS NOT SIGNED.
222102203	NO PERIODIC INSPECTION
222102205	AXLE 4 LEFT SIDE.
222102212	AXLE 8 LEFT SIDE.
222102216	AXLE 10 RIGHT LININGS DO NOT CONTACT.
222102220	AXLE 6 LEFT SIDE U-BOLT LOOSE.
222102222	AXLE 8 LEFT SIDE
222102223	AXLE 8 RIGHT SIDE
222102226	Multiple USDOT numbers displayed
222102228	Failure to pay UCR fee for 2018
222102230	AXLE 4 LEGAL WEIGHT 20,000 LBS; ACTUAL WEIGHT 22,740 LBS.
222102238	CRACK ON RT. SIDE
222102245	63/55
222102246	Cause/Allow vehicle to operate overweight on axle 2
222102261	LAST UPDATED ON 07/10/2012
222102266	NO TRIANGLES, FLARES ETC.
222102284	right id lamp on trailer inop
222102285	UPPER BODY CORNERS MISSING REFLECTIVE MATERIAL.
222102286	LEFT SIDE BRAKE LAMP FAILED TO CHANGE IN BRIGHTNESS WHEN BRAKE WAS APPLIED.
222102287	AXLES 5 AND 6 ALLOWED 13000 LBS, WERE 17,470 LBS EACH.
222102288	AXLE 2 ALLOWED 20000 LBS, ACTUAL WEIGHT WAS 22000 LBS.
222102292	OPERATING A PROPERTY-CARRYING VEHICLE W/O POSSESSING A VALID MEDICAL CERTIFICATE.  PREVIOUSLY CITED ON 11/07/2018 @ 1025 AM, ON INSPECTION NUMBER OH3230013397.
222102294	AXLE 2 RIGHT, INSIDE TIRE.
222102299	AXLES 4&5 ACTUAL WEIGHT 36,920 LBS, LEGAL AT 34,000 LBS.
222102314	AXLE 2 AND 3 WEIGHED 35980 LBS. MAX LEGAL WEIGHT IS 34000 LBS.
222102315	AXLE 4 LEFT BRAKE CHAMBER OUT OF ADJUSTMENT.
222102316	AXLE 4 RIGHT BRAKE CHAMBER OUT OF ADJUSTMENT.
222102324	NO PAPERWORK OR DECAL AVAILABLE
222102327	BYPASS OPEN WEIGH STATION
222102330	EXP'D 11-23-18
222102334	3,540 LBS OVER ON DRIVE AXLES
222102340	NO PAPERWORK OR DECAL AVAILABLE
222102341	NO "US" IN FRONT OF DOT AND NUMBER ON BOTH SIDES OF THE VEHICLE AS REQUIRED
222102344	NO PAPERWORK OR DECAL AVAILABLE
222102347	SWING PLATE PROHIBITED    MCL:257.225- PLATE NOT SECURED- RIGHT SIDE IS BROKEN AND LEFT SIDE SWINGING AND ON VERGE OF BREAKING
222102359	OPERATING CMV WHILE NOT WEARING SAFETY BELT, BLACK BELT YELLOW SHIRT, DRIVER STATED HE PUT ON AT STOP SIGN
222102362	NO TRAILER PLATE LAMP
222102363	IMPROPER USE OF REGISTRATION PLATE C377038 MI, LISTED AS "NOT A VALID PLATE" VEHICLE VIN# UNREGISTERED
222102373	Front - Right side
222102375	Marker, ID, and License Plate Lamps Inop.
222102384	Left Side Inop
222102390	LEFT AND RIGHT TURN SIGNAL INOPERABLE DUE TO LOOSE PIGTAIL
222102400	No log/log not current on 1/3/2019 11:15 PM/Shows off Duty in Detroit
222102409	PLATE EXP 12/31/18
222102410	LAST PERIODIC INSPECTION PROVIDED 6/9/17
222102416	2180 LBS OVER ON THE DRIVE TANDEM. LEGAL AT 34,000 LBS, WEIGHED 36,180 LBS.
222102423	Observed smart phone in drivers hand with screen turned on.  Driver states picked up from floor while driving.
222102427	PLATE COVERED IN DIRT/ NOT VISIBLE
222102441	Operate truck and trailer over length 66'6" legal @ 65'0"
222102455	Expired temp 12/27/2018
222102456	RIGHT HEAD LAMP IS OUT
222102457	MCL 257.642 - IMPROPER LANE USE
222102469	LEFT AND RIGHT REAR TAIL LAMPS INOP
222102470	MISSING RIGHT AND LEFT SIDES
222102472	TRAILER PLATE LAMP IS OUT
222102473	TRUCK TRACTOR TAIL LAMPS ARE INOP
222102478	LEFT SIDE FRONT
222102483	ALL THREE ID LAMPS ON REAR INOP
222102484	ALL 4 AIRBAGS DEFLATED ON TRAILER.
222102486	AXLE 5 RIGHT SIDE INNER TIRE BLOWN. SIDEWALLS ARE ALL THATS LEFT.
222102487	AXLE 4 LEFT SIDE INOP
222102497	LEFT SIDE ID LAMP INOP
222102500	EXCEED POSTED SPEED LIMIT, RADAR 63 MPH IN 55 MPH ZONE
222102501	EXCEED POSTED SPEED LIMIT, RADAR 63 MPH IN 55 MPH ZONE
222102503	Center ID lamp inop
222102505	EXCEED POSTED SPEED LIMIT, RADAR 64 MPH IN 55 MPH
222102512	RIGHT BRAKE LAMP INOP
222102513	RIGHT LOW BEAM INOP
222102514	OVERWEIGHT ON AXLE 4 BY 6900 LBS
222102524	12,280+35,100+33,040=80,420 (no APU) 420 pounds over on gross
222102530	#1 axle right side, half defect; see listed chart.
222102563	expired 6/30/18
222102580	intersecting cracks in drivers view
222102583	axle #2 driver side 0/32 O/S dually
222102584	axle #2 passenger side 0/32 I/S dually
222102585	axle #passenger side 0/32 O/S dually
222102631	Axle five inside tire several inches of metal belt materials exposed
222102660	INOPERATIVE RIGHT LOW BEAM HEAD LAMP
222102696	right light on, not properly working
222102697	1 of 3 id and right clearance light front inop
222102750	No Log/Log not Current on 12/26/2018 12:01 AM. DRIVER ONLY HAS TODAYS LOG
222102756	NO WARNING DEVICES
222102780	- license plate light is inop.
222102805	WEIGHT ON TRAILER TANDEM AXLES EXCEEDED 34000 LBS BY 4780 LBS (11160st,26180dr,38780tl,76120gr)
222102815	#2 AXLE RIGHT OUTSIDE TIRE FLAT - OFF THE RIM AT TIME OF INSPECTION
222102867	wheel cracked from stud hole to stud hole on axle #2 right
222102870	vision reducing material on driver and passenger side windows metered at 30%
222102871	emergency breaking cable connected to saftey chain not the power unit
222102874	has class F needs class E
222102913	No USDOT number displayed on either side of  vehicle
222102981	left low beam head lamp inoperable
222102985	4" strap w/ a 1" cut in edge of strap. driver had new strap in cab
222103016	No lease agreement between registered Owner (Ryder Rental) and Operating carrier (La Bodega) in the truck at the time of stop.
222103018	Left and right side displaying Ryder Rental USDOT #16130 should be LA Bodega USDOT #1794756.
222103019	Service side drop hose chafing with reduction in hose diameter.
222103056	axle 5 out side tire driver side, psi at 45 with max 110 psi
222103113	# 2 and # 3 axle right air hoses chafing with damage to hose diameter.
222103121	#4 axle right inner tire has belt material exposed in multiple locations.
222103124	Drive axle weight exceeded limit with apu. S-11420+D-35760+T-31920=G-79100 Over limit by 1210 lbs.
222103167	Right front inoperative.
222103187	Unsecured fire extinguisher.
222103188	Right front clearance lamp on truck tractor inoperable at time of stop.
222103189	Axle #2 right side missing 1 of 10 wheel fasteners.
222103275	Weight on tandem truck axle exceeds 34,000 lbs by 3,900 lbs. (ST-16,000 lbs, DR-37,900 lbs, GR-53,900 lbs)
222103284	EXPIRED REGISTRATION 5/31/2018
222103294	1 OF 2 TIEDOWNS LOOSE
222103295	EXCEEDED 34,000 LBS ON TRAILER TANDEMS BY 1,400 LBS: 11520, 30440, 35400 ----- 77,360 LBS TOTAL
222103318	Overweight on tandem trailer axle by 1,260 lbs. 11,720+ 30,880+ 35,260= 77,860 lbs. (No APU)
222103322	Inoperative left rear turn signal on trailer.
222103338	at #5 axle left.
222103350	Overweight 2880 pounds on trailer tandem axles (No APU), 11720+28760+36880=77360.
222103376	Big Road ELD device not hooked up to rented vehicle.
222103377	Missing vertical strip on right.
222103387	Log not Current on 01/02/2019 12:01 AM
222103388	trailer registration expired 12/18
222103389	bypass open scale
222103396	no license plate on rear of vehicle
222103397	right rear brake light inop.
222103398	right rear
222103424	driving on shoulder/fail to stay in lane
222103425	36100 legal at 34000
222103426	no valid license on person
222103441	PARKED ON SHOULDER NON EMERGENCY
222103444	Violation(s) of 395.8(d)(9)
222103446	37320-34000
222103455	Overweight on trailer tandem 3280#
222103476	NO US IN FRONT OF DOT NUMBER ON SIDE OF TRUCK
222103496	#2 right tire
222103497	#2 right tire had 20 psi..rated for 65 psi
222103503	left
222103504	left hazard light
222103510	#4 right
222103524	no rear ID lights as required
222103526	#2 right side crack in main leaf spring..#2 from top
222103527	left side fuel tank leaking
222103528	#1 right leaking
222103529	loose pitman arm on steering gear output shaft
222103530	left side fuel tank leaking
222103538	172.200...no shipping papers
222103541	#4 left 1/6 missing
222103542	#3 right sidewall cut showing ply
222103545	left
222103546	right
222103550	do not have any
222103556	on 6 axles 91300 lbs. 90000 lbs legal
222103578	NE plate XNK560 needs black 2019 decal on it
222103581	Rear plate not properly mounted, hanging on by 1 screw
222103585	Plated for 60,000lbs. Weighed 62,300lbs.
222103586	axle 2,3 36760 lbs. 34000 lbs legal
222103587	none
222103591	brake away device not properly connect. found connected to unattached safety chain connected to trailer
222103593	all trailer brakes inop.
222103594	No Log on 01/03/2019
222103600	70mph in 60mph zone
222103628	Truck parking brake is inoperative.
222103632	Intersecting cracks across windshield.
222103640	Axle 2 LS outside tire
222103641	Expired registation and does not have copy with the vehicle
222103644	72/65
222103656	None
222103657	No annual inspection on trailer
222103659	Operating on an inactive DOT #
222103670	TRUCK TRACTOR EXPIRED 03/2018
222103674	plugin had a problem, no lights when stopped, moved the plug and the left turn lamp didn't work
222103677	TANDEM AXLE 39800/34000
222103678	TRAILER TANDEM AXLE 44600/34000
222103679	ONLY HAD PHOTO COPY OF TRUCK REGISTRATION
222103681	2019 not paid
222103682	NONE
222103688	none
222103690	NONE
222103693	not in use
222103694	none
222103695	none
222103697	cracked
222103702	axle four left side
222103706	inop
222103707	NOT IN USE
222103711	TWO UNSECURED AND REQUIRED RECHARGED
222103712	AXLE ONE RIGHT SIDE ONE OF SIX BROKEN
222103715	headlight out / not use truck route
222103827	LEFT SIDE MID POINT LAMP INOP.
222103855	axle #5 right inside
222103857	LEFT REAR TAIL LAMP INOP.
222103858	RIGHT REAR TAIL LAMP INOP.
222103860	Driving beyond 11 hour driving limit in a 14 hour period on 01/02/2019 @ 640a-643a
222103862	IN VIOLATION ON 1/2, INFO MISSING
222103911	License plate light inoperative on rear of truck.
222103912	Axle # 6 left side U-Bolts loose.
222103926	RR TAIL LAMP INOPERABLE
222103933	THE ABS LAMP WAS CONTINUOUSLY ILLUMINATED WHILE THE POWER UNIT WAS ON
222103946	No road triangles found.
222103951	Fire extinguisher both not secured and discharged
222103952	#2 right side brake lining upper portion with crack over 1 inch and seperation starting
222103953	#4 left lower brake lining with cracks and seperation
222103958	Both Left AND Right brake lights do not illuminate with brake application.  Previously written 09/08/18 insp# NM0366108617
222103961	Both the tire violation and the inoperable brake lights were found on inspection 9/8/18 NM0366108617.
222103965	5th axle left side inner dual
222103997	left and right side signals on tractor.
222104000	left and right side brake lamps on trailer.
222104001	3rd axle left side brake missing Pin.
222104006	violation on 12/31/2018 @ 06:00 am to 06:30 am
222104007	Driver failed to maintain lanes, Driver forced a brown car off the south bound lanes on to the berm as he crossed the center yellow line,(SEE NOTES)
222104019	False Log on 01/04/2019 at 09:38AM. See notes and photos of paper log book.
222104021	At time of inspection, ABS light on left rear side of trailer was inoperative.
222104028	2nd axle right, 30L stroke measured at 2 3/4 inches.
222104030	3rd axle left, 30L stroke measured at 2 3/4.
222104031	2 out of 6 brakes out of adjustment. OOS
222104037	LEFT CLEARANCE LAMP INOP
222104038	INFANT IN CMV NOT IN A CHILD SEAT
222104041	Axle #5 right outside tire flat at 22 psi. (less than 50% of the 110 air psi stated on sidewall)
222104042	Drivers electronic log book provided without any header information at time of stop.
222104043	False Log on 01/02/19  Driver picks up load in NY wihout claiming on duty/drive time see notes.
222104045	Driving beyond 14 hour duty period on 01/03/2019  Driver on duty 1/2/19 at 624p, drove after 1/3/19 at 824a(driving at time of stop).
222104057	LEFT REAR TAIL LAMP INOP
222104058	RIGHT FRONT TURN INOP
222104064	ORC 4513.34 - PERMIT VIOLATION (DRIVING DURING OHIO RESTRICTED HOLIDAY DAYS - NEW YEARS DAY AS LISTED ON OS-1A).
222104089	Right low beam head lamp inoperable at time of inspection
222104091	Right head light on low beam
222104092	Right front turn lamp
222104098	Right brake light inop
222104110	Driver could not produce instruction sheet or owners manual for on-board recording device
222104128	CDL STATUS: NO CDL PRIVILEGES, CDL MED CERT NOT CERTIFIED. DRIVER OUT OF SERVICE US 30 WBRA.
222104133	Log not Current on 01/02/2019 09:34 AM.  LAST ENTRY WAS 1/1/19
222104134	4511.39 FAILURE TO SIGNAL LANE CHANGE
222104146	#3 RIGHT INSIDE TIRE HAS LESS THAN 50% OF MAXIMUN INFLATION PRESSURE MARKED ON SIDEWALL, 22 PSI BY GAUGE.
222104187	RADAR SPEED CHECK 79/60.  CITATION ISSUED.
222104211	Inoperable driver side turn signal on trailer
222104212	69/50 Zone (OTP 5537.2.03C)
222104214	registration expired 12/31/18-6520
222104225	ABS LAMP INOP DURING TEST
222104227	LEFT REAR ID LAMP INOP
222104228	RIGHT REAR ID LAMP INOP
222104231	Left high beam headlight inoperable at time of inspection.
222104232	Right low beam and high beam headlight inoperable at time of inspection.
222104233	2R inside tire with less than 2/32 in tread across center tread grooves at time of inspection.
222104246	no log for trip from Walton, Ky to Michigan.
222104251	Last trailer axle left side, torn off.
222104268	Overweight gross allowed 69,500 lbs actual 76,200 lbs over 6,700 lbs.
222104287	Left front marker lamp on trailer in operative
222104289	ABS lamp on dash  staying on
222104329	Malfunction ABS lamp comes on and stays on at all times.
222104331	Fluid leak at power steering gear box.
222104332	#US1409008915 cite; (393.209E). Dated on 11/20/2018.
222104341	Tire with less than 50% psi (42 psi) than the maximum displayed on the tire sidewall (120 psi), #3 axle, left inside tire.
222104344	Inoperable tractor protection valve (the trailer supply valve fails to close before pressure drops below 20 psi (runs out of air).
222104345	Oil leaking under transmission bell housing and #2 axle at differential.
222104346	#4 axle, left inside tire (in one major tread not adjacent).
222104347	#4 axle, left outside tire.
222104350	Inoperable rear side marker lamp, left side.
222104351	No rear license plate lamp.
222104352	Lower rear retroreflective sheeting not across the full width of semi trailer.
222104356	Cracked windshield (intersecting cracks) driver side.
222104358	Fluid leaking from power steering gear box and from fluid reservoir.
222104360	Right side fuel tank bottom fitting extending more than 3/4 of inch of the sump tank with no protection.
222104361	Air leak from relay valve, located behind number two axle, middle section, upon brake application.
222104365	License plate lamp.
222104502	Inoperable left washing system.
222104504	Inoperable rear bottom side marker lamp, left side.
222104522	Defective washing system, (right and left sides)
222104526	Right side
222104528	When measured at any point on a major tread groove, axle #4 outer tire left side
222104534	Carrier's name and USDOT not displayed on the left side
222104551	Failure to maintain designated lane of travel. Crossed over completely onto the rumble strips 2X.
222104564	2 intersecting cracks in windshield
222104569	74 mph in posted 65 mph zone
222104591	Winshield hads numerous cracks across total surface.
222104603	Need to apply for USDOT number. www.fmcsa.gov and apply.
222104609	For interstate operations each truck and trailer need an annual inspection by a DOT certified mechanic
222104611	Left intermediate marker lamp inop.
222104612	Failure to secure overlength permit before entering a restricted roadway. I.C. 49-1010.
222104630	Right headlamp intermit operation. Light was inoperative when obs. Upon inspection light was working again. Driver stated believes loose connection
222104631	ELD on the floor.
222104632	Suspended in Oregon for 3/30/18 Driving while suspeneded failure to appear. 503-945-5400 phone number for Oregon DMV
